"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"75990492186","Centre Esportiu Municipal Sagrada Família","#","C","Cartagena","231","239","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.40729","2.179329","431406.61","4584296.691","431498.551","4584497.647","934367455","Fax","","01/01","31/12","1111101","08:00:00","20:30:00"," ",
"75990492186","Centre Esportiu Municipal Sagrada Família","#","C","Cartagena","231","239","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.40729","2.179329","431406.61","4584296.691","431498.551","4584497.647","934367455","Fax","","01/01","31/12","1111110","08:30:00","15:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934430046","Tel.","","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934430046","Tel.","","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934430046","Tel.","","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934430046","Tel.","","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934430046","Tel.","","01/06","01/09","0000000","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934430046","Tel.","","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934234041","Informació","(CEM Bernat Picornell)","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934234041","Informació","(CEM Bernat Picornell)","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934234041","Informació","(CEM Bernat Picornell)","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934234041","Informació","(CEM Bernat Picornell)","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934234041","Informació","(CEM Bernat Picornell)","01/06","01/09","0000000","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934234041","Informació","(CEM Bernat Picornell)","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934428623","Fax","","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934428623","Fax","","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934428623","Fax","","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934428623","Fax","","01/06","01/09","","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934428623","Fax","","01/06","01/09","0000000","11:00:00","18:30:00"," ",
"92086000228","Piscines Municipals Montjuïc","#","Av","Miramar","31","31","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.369093","2.164622","430136.53","4580067.797","430228.46","4580268.713","934428623","Fax","","01/06","01/09","","11:00:00","18:30:00"," ",
"92086002693","Centre Esportiu Municipal Piscina Sant Jordi","#","C","París","114","114","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934196694","Fax","","01/09","31/07","0000011","07:00:00","22:00:00"," ",
"92086002693","Centre Esportiu Municipal Piscina Sant Jordi","#","C","París","114","114","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934196694","Fax","","01/09","31/07","1111101","08:00:00","20:00:00"," ",
"92086002693","Centre Esportiu Municipal Piscina Sant Jordi","#","C","París","114","114","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934196694","Fax","","01/09","31/07","1111110","09:00:00","14:00:00"," ",
"92086002693","Centre Esportiu Municipal Piscina Sant Jordi","#","C","París","114","114","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934196694","Fax","","01/08","31/08","0000011","07:00:00","20:30:00"," ",
"92086002693","Centre Esportiu Municipal Piscina Sant Jordi","#","C","París","114","114","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934196694","Fax","","01/08","31/08","1111100","09:00:00","14:00:00"," ",
"92086002693","Centre Esportiu Municipal Piscina Sant Jordi","#","C","París","114","114","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934109261","Tel.","Recepció","01/09","31/07","0000011","07:00:00","22:00:00"," ",
"92086002693","Centre Esportiu Municipal Piscina Sant Jordi","#","C","París","114","114","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934109261","Tel.","Recepció","01/09","31/07","1111101","08:00:00","20:00:00"," ",
"92086002693","Centre Esportiu Municipal Piscina Sant Jordi","#","C","París","114","114","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934109261","Tel.","Recepció","01/09","31/07","1111110","09:00:00","14:00:00"," ",
"92086002693","Centre Esportiu Municipal Piscina Sant Jordi","#","C","París","114","114","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934109261","Tel.","Recepció","01/08","31/08","0000011","07:00:00","20:30:00"," ",
"92086002693","Centre Esportiu Municipal Piscina Sant Jordi","#","C","París","114","114","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934109261","Tel.","Recepció","01/08","31/08","1111100","09:00:00","14:00:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932134344","Tel.","","01/10","31/05","0000011","07:00:00","23:00:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932134344","Tel.","","01/10","31/05","1111101","07:00:00","21:30:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932134344","Tel.","","01/10","31/05","1111110","07:00:00","15:00:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932134344","Tel.","","01/06","30/09","0000011","07:00:00","23:00:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932134344","Tel.","","01/06","30/09","1111101","07:00:00","21:30:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932134344","Tel.","","01/06","30/09","1111110","07:00:00","16:00:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932107151","Fax","","01/10","31/05","0000011","07:00:00","23:00:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932107151","Fax","","01/10","31/05","1111101","07:00:00","21:30:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932107151","Fax","","01/10","31/05","1111110","07:00:00","15:00:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932107151","Fax","","01/06","30/09","0000011","07:00:00","23:00:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932107151","Fax","","01/06","30/09","1111101","07:00:00","21:30:00"," ",
"92086003375","Centre Esportiu Municipal Can Toda","#","C","Ramiro de Maeztu","25","27","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.415382","2.15818","429647.647","4585211.995","429739.571","4585412.959","932107151","Fax","","01/06","30/09","1111110","07:00:00","16:00:00"," ",
"92086004872","Centre Esportiu Municipal Sant Andreu - La Sagrera","#","C","Santa Coloma","25","25","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.428946","2.192568","432535.563","4586690.504","432627.514","4586891.482","933456304","Fax","","01/01","31/12","0000011","06:30:00","22:00:00"," ",
"92086004872","Centre Esportiu Municipal Sant Andreu - La Sagrera","#","C","Santa Coloma","25","25","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.428946","2.192568","432535.563","4586690.504","432627.514","4586891.482","933456304","Fax","","01/01","31/12","1111101","06:30:00","19:45:00"," ",
"92086004872","Centre Esportiu Municipal Sant Andreu - La Sagrera","#","C","Santa Coloma","25","25","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.428946","2.192568","432535.563","4586690.504","432627.514","4586891.482","933456304","Fax","","01/01","31/12","1111110","08:00:00","12:45:00"," ",
"92086004872","Centre Esportiu Municipal Sant Andreu - La Sagrera","#","C","Santa Coloma","25","25","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.428946","2.192568","432535.563","4586690.504","432627.514","4586891.482","933112106","Tel.","","01/01","31/12","0000011","06:30:00","22:00:00"," ",
"92086004872","Centre Esportiu Municipal Sant Andreu - La Sagrera","#","C","Santa Coloma","25","25","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.428946","2.192568","432535.563","4586690.504","432627.514","4586891.482","933112106","Tel.","","01/01","31/12","1111101","06:30:00","19:45:00"," ",
"92086004872","Centre Esportiu Municipal Sant Andreu - La Sagrera","#","C","Santa Coloma","25","25","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.428946","2.192568","432535.563","4586690.504","432627.514","4586891.482","933112106","Tel.","","01/01","31/12","1111110","08:00:00","12:45:00"," ",
"92086005147","Centre Esportiu Municipal Júpiter","#","C","Agricultura","232","232","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.417736","2.202029","433314.626","4585438.613","433406.584","4585639.58","933148820","Tel.","","01/01","31/12","0000011","07:00:00","23:00:00"," ",
"92086005147","Centre Esportiu Municipal Júpiter","#","C","Agricultura","232","232","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.417736","2.202029","433314.626","4585438.613","433406.584","4585639.58","933148820","Tel.","","01/01","31/12","1111101","09:00:00","20:00:00"," ",
"92086005147","Centre Esportiu Municipal Júpiter","#","C","Agricultura","232","232","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.417736","2.202029","433314.626","4585438.613","433406.584","4585639.58","933148820","Tel.","","01/01","31/12","1111110","09:00:00","15:00:00"," ",
"92086005147","Centre Esportiu Municipal Júpiter","#","C","Agricultura","232","232","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.417736","2.202029","433314.626","4585438.613","433406.584","4585639.58","933141104","Fax","","01/01","31/12","0000011","07:00:00","23:00:00"," ",
"92086005147","Centre Esportiu Municipal Júpiter","#","C","Agricultura","232","232","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.417736","2.202029","433314.626","4585438.613","433406.584","4585639.58","933141104","Fax","","01/01","31/12","1111101","09:00:00","20:00:00"," ",
"92086005147","Centre Esportiu Municipal Júpiter","#","C","Agricultura","232","232","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.417736","2.202029","433314.626","4585438.613","433406.584","4585639.58","933141104","Fax","","01/01","31/12","1111110","09:00:00","15:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/01","31/12","0000011","07:00:00","23:00:00","Aforament limitat",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/01","31/12","1111101","08:00:00","20:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/01","31/12","1111110","08:00:00","16:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/07","31/07","0000011","07:00:00","23:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/07","31/07","1111101","08:00:00","20:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/07","31/07","1111110","09:00:00","17:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/08","31/08","0000011","07:00:00","21:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/08","31/08","1111101","08:00:00","20:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/08","31/08","1111110","09:00:00","17:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/01","31/12","0000011","07:00:00","23:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/01","31/12","1111101","08:00:00","20:00:00"," ",
"92086010504","Centre Esportiu Municipal Can Caralleu","#","C","Esports","2","8","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.400987","2.110513","425647.584","4583653.62","425739.472","4583854.568","932037874","Tel.","","01/01","31/12","1111110","08:00:00","16:00:00"," ",
"92086022707","Centre Esportiu Municipal Turó de la Peira","#","C","Sant Iscle","50","50","46","el Turó de la Peira","08","Nou Barris","08031","019","BARCELONA","41.432886","2.172209","430838.681","4587143.945","430930.616","4587344.927","937865053","Tel.","","","","","","","",
"92086023365","Centre Esportiu Municipal de La Verneda","#","C","Binèfar","10","14","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.425259","2.204483","433527.389","4586271.918","433619.349","4586472.893","933054959","Tel.","","01/01","31/12","0000011","07:00:00","22:00:00"," ",
"92086023365","Centre Esportiu Municipal de La Verneda","#","C","Binèfar","10","14","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.425259","2.204483","433527.389","4586271.918","433619.349","4586472.893","933054959","Tel.","","01/01","31/12","1111101","07:00:00","19:00:00"," ",
"92086023365","Centre Esportiu Municipal de La Verneda","#","C","Binèfar","10","14","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.425259","2.204483","433527.389","4586271.918","433619.349","4586472.893","933054959","Tel.","","01/01","31/12","1111110","08:00:00","15:00:00"," ",
"92086032989","Centre Esportiu Municipal Can Dragó","#","C","Rosselló i Porcel","7","11","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.436593","2.183165","431757.942","4587546.761","431849.885","4587747.747","932760943","Fax","","01/09","30/06","0000011","07:00:00","22:45:00","<br>",
"92086032989","Centre Esportiu Municipal Can Dragó","#","C","Rosselló i Porcel","7","11","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.436593","2.183165","431757.942","4587546.761","431849.885","4587747.747","932760943","Fax","","01/09","30/06","1111101","09:00:00","20:45:00","Palestra i piscina",
"92086032989","Centre Esportiu Municipal Can Dragó","#","C","Rosselló i Porcel","7","11","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.436593","2.183165","431757.942","4587546.761","431849.885","4587747.747","932760943","Fax","","01/09","30/06","1111110","09:00:00","13:45:00","<br>",
"92086032989","Centre Esportiu Municipal Can Dragó","#","C","Rosselló i Porcel","7","11","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.436593","2.183165","431757.942","4587546.761","431849.885","4587747.747","932760943","Fax","","01/07","31/08","0000111","07:00:00","22:45:00","<br>",
"92086032989","Centre Esportiu Municipal Can Dragó","#","C","Rosselló i Porcel","7","11","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.436593","2.183165","431757.942","4587546.761","431849.885","4587747.747","932760943","Fax","","01/07","31/08","1111100","09:00:00","13:45:00","Palestra i piscina",
"92086032989","Centre Esportiu Municipal Can Dragó","#","C","Rosselló i Porcel","7","11","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.436593","2.183165","431757.942","4587546.761","431849.885","4587747.747","932760480","Tel.","","01/09","30/06","0000011","07:00:00","22:45:00","<br>",
"92086032989","Centre Esportiu Municipal Can Dragó","#","C","Rosselló i Porcel","7","11","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.436593","2.183165","431757.942","4587546.761","431849.885","4587747.747","932760480","Tel.","","01/09","30/06","1111101","09:00:00","20:45:00","Palestra i piscina",
"92086032989","Centre Esportiu Municipal Can Dragó","#","C","Rosselló i Porcel","7","11","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.436593","2.183165","431757.942","4587546.761","431849.885","4587747.747","932760480","Tel.","","01/09","30/06","1111110","09:00:00","13:45:00","<br>",
