"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS","3ER_NIVELL","2N_NIVELL","1ER_NIVELL",
"2086161222","Cinemes Renoir *Floridablanca","#","C","Floridablanca","135","135","10","Sant Antoni","02","Eixample","08011","019","BARCELONA","41.381711","2.162582","429979.412","4581470.26","430071.34","4581671.189","934263337","Audiotex","permanent","","","","","","","Cinemes","Cinemes, teatres, auditoris","Cultura i lleure",
"2086161222","Cinemes Renoir *Floridablanca","#","C","Floridablanca","135","135","10","Sant Antoni","02","Eixample","08011","019","BARCELONA","41.381711","2.162582","429979.412","4581470.26","430071.34","4581671.189","934263337","Fax","","","","","","","","Cinemes","Cinemes, teatres, auditoris","Cultura i lleure",
"75990017485","Aribau Multicines","#","C","Aribau","5","5","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.385985","2.162394","429968.328","4581944.992","430060.256","4582145.925","934545108","Tel.","","","","","","","","Cinemes circuit comercial","Cinemes","Cultura i lleure",
"75990017485","Aribau Multicines","#","C","Aribau","8","10","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.386305","2.162714","429995.382","4581980.171","430087.31","4582181.105","934545108","Tel.","","","","","","","","Cinemes circuit comercial","Cinemes","Cultura i lleure",
"75990017485","Aribau Multicines","#","C","Aribau","8","10","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.386305","2.162714","429995.382","4581980.171","430087.31","4582181.105","934545108","Tel.","","","","","","","","Cinemes","Cinemes, teatres, auditoris","Cultura i lleure",
"75990017485","Aribau Multicines","#","C","Aribau","5","5","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.385985","2.162394","429968.328","4581944.992","430060.256","4582145.925","934545108","Tel.","","","","","","","","Cinemes","Cinemes, teatres, auditoris","Cultura i lleure",
"75990017485","Aribau Multicines","#","C","Aribau","5","5","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.385985","2.162394","429968.328","4581944.992","430060.256","4582145.925","934545108","Fax","","","","","","","","Cinemes circuit comercial","Cinemes","Cultura i lleure",
"75990017485","Aribau Multicines","#","C","Aribau","8","10","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.386305","2.162714","429995.382","4581980.171","430087.31","4582181.105","934545108","Fax","","","","","","","","Cinemes circuit comercial","Cinemes","Cultura i lleure",
"75990017485","Aribau Multicines","#","C","Aribau","5","5","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.385985","2.162394","429968.328","4581944.992","430060.256","4582145.925","934545108","Fax","","","","","","","","Cinemes","Cinemes, teatres, auditoris","Cultura i lleure",
"75990017485","Aribau Multicines","#","C","Aribau","8","10","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.386305","2.162714","429995.382","4581980.171","430087.31","4582181.105","934545108","Fax","","","","","","","","Cinemes","Cinemes, teatres, auditoris","Cultura i lleure",
"75990025167","Teatre Club Capitol","#","C","Rambla","138","138","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.385142","2.170647","430657.4","4581844.663","430749.335","4582045.596","934122038","Tel.","","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990025167","Teatre Club Capitol","#","C","Rambla","138","138","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.385142","2.170647","430657.4","4581844.663","430749.335","4582045.596","934122038","Tel.","","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990025167","Teatre Club Capitol","#","C","Rambla","138","138","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.385142","2.170647","430657.4","4581844.663","430749.335","4582045.596","902332211","Tel.","Venda Entrades Teatre","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990025167","Teatre Club Capitol","#","C","Rambla","138","138","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.385142","2.170647","430657.4","4581844.663","430749.335","4582045.596","902332211","Tel.","Venda Entrades Teatre","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990066470","Teatre Romea","#","C","Hospital","51","51","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380585","2.171091","430689.674","4581338.397","430781.609","4581539.325","933181431","Tel.","Fundació Romea","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990066470","Teatre Romea","#","C","Hospital","51","51","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380585","2.171091","430689.674","4581338.397","430781.609","4581539.325","933015504","Taquilles","","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990066470","Teatre Romea","#","C","Hospital","51","51","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380585","2.171091","430689.674","4581338.397","430781.609","4581539.325","933019318","Fax","","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990066470","Teatre Romea","#","C","Hospital","51","51","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380585","2.171091","430689.674","4581338.397","430781.609","4581539.325","933015504","Taquilles","","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990066470","Teatre Romea","#","C","Hospital","51","51","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380585","2.171091","430689.674","4581338.397","430781.609","4581539.325","933019318","Fax","","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990066470","Teatre Romea","#","C","Hospital","51","51","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380585","2.171091","430689.674","4581338.397","430781.609","4581539.325","933181431","Tel.","Fundació Romea","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990089577","Teatre Lliure","#","Pl","Margarida Xirgu","1","1","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.370679","2.157457","429539.01","4580249.69","429630.935","4580450.608","934243453","Fax","","01/01","31/12","0000011","16:00:00","20:00:00","","Teatres","Teatres","Cultura i lleure",
"75990089577","Teatre Lliure","#","Pl","Margarida Xirgu","1","1","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.370679","2.157457","429539.01","4580249.69","429630.935","4580450.608","934243453","Fax","","01/01","31/12","0000011","10:00:00","14:00:00","","Teatres","Teatres","Cultura i lleure",
"75990089577","Teatre Lliure","#","Pl","Margarida Xirgu","1","1","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.370679","2.157457","429539.01","4580249.69","429630.935","4580450.608","934243453","Fax","","01/01","31/12","0000011","16:00:00","20:00:00","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990089577","Teatre Lliure","#","Pl","Margarida Xirgu","1","1","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.370679","2.157457","429539.01","4580249.69","429630.935","4580450.608","934243453","Fax","","01/01","31/12","0000011","10:00:00","14:00:00","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990089577","Teatre Lliure","#","Pl","Margarida Xirgu","1","1","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.370679","2.157457","429539.01","4580249.69","429630.935","4580450.608","932892770","Tel.","","01/01","31/12","0000011","16:00:00","20:00:00","","Teatres","Teatres","Cultura i lleure",
"75990089577","Teatre Lliure","#","Pl","Margarida Xirgu","1","1","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.370679","2.157457","429539.01","4580249.69","429630.935","4580450.608","932892770","Tel.","","01/01","31/12","0000011","10:00:00","14:00:00","","Teatres","Teatres","Cultura i lleure",
"75990089577","Teatre Lliure","#","Pl","Margarida Xirgu","1","1","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.370679","2.157457","429539.01","4580249.69","429630.935","4580450.608","932892770","Tel.","","01/01","31/12","0000011","16:00:00","20:00:00","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990089577","Teatre Lliure","#","Pl","Margarida Xirgu","1","1","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.370679","2.157457","429539.01","4580249.69","429630.935","4580450.608","932892770","Tel.","","01/01","31/12","0000011","10:00:00","14:00:00","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990090931","Luz de Gas","#","C","Muntaner","246","246","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394624","2.149071","428863.762","4582914.848","428955.68","4583115.79","934141759","Fax","","01/01","31/12","1100001","00:00:00","","","Teatres","Teatres","Cultura i lleure",
"75990090931","Luz de Gas","#","C","Muntaner","246","246","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394624","2.149071","428863.762","4582914.848","428955.68","4583115.79","932097711","Centraleta","","01/01","31/12","1100001","00:00:00","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990090931","Luz de Gas","#","C","Muntaner","246","246","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394624","2.149071","428863.762","4582914.848","428955.68","4583115.79","932097711","Centraleta","","01/01","31/12","1100001","00:00:00","","","Teatres","Teatres","Cultura i lleure",
"75990090931","Luz de Gas","#","C","Muntaner","246","246","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394624","2.149071","428863.762","4582914.848","428955.68","4583115.79","934141759","Fax","","01/01","31/12","1100001","00:00:00","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990094613","Teatre Borràs","#","Pl","Urquinaona","9","9","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08010","019","BARCELONA","41.388888","2.173625","430910.377","4582258.163","431002.314","4582459.1","902332211","Tel.","","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990094613","Teatre Borràs","#","Pl","Urquinaona","9","9","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08010","019","BARCELONA","41.388888","2.173625","430910.377","4582258.163","431002.314","4582459.1","934121582","Tel.","","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990094613","Teatre Borràs","#","Pl","Urquinaona","9","9","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08010","019","BARCELONA","41.388888","2.173625","430910.377","4582258.163","431002.314","4582459.1","933011968","Fax","","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990094613","Teatre Borràs","#","Pl","Urquinaona","9","9","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08010","019","BARCELONA","41.388888","2.173625","430910.377","4582258.163","431002.314","4582459.1","934121582","Tel.","","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990094613","Teatre Borràs","#","Pl","Urquinaona","9","9","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08010","019","BARCELONA","41.388888","2.173625","430910.377","4582258.163","431002.314","4582459.1","933011968","Fax","","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990094613","Teatre Borràs","#","Pl","Urquinaona","9","9","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08010","019","BARCELONA","41.388888","2.173625","430910.377","4582258.163","431002.314","4582459.1","902332211","Tel.","","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990107722","Teatre El Llantiol","#","C","Riereta","7","7","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.378869","2.167475","430385.503","4581150.891","430477.435","4581351.817","933299009","Fax","","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990107722","Teatre El Llantiol","#","C","Riereta","7","7","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.378869","2.167475","430385.503","4581150.891","430477.435","4581351.817","933299009","Tel.","","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990107722","Teatre El Llantiol","#","C","Riereta","7","7","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.378869","2.167475","430385.503","4581150.891","430477.435","4581351.817","933299009","Fax","","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990107722","Teatre El Llantiol","#","C","Riereta","7","7","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.378869","2.167475","430385.503","4581150.891","430477.435","4581351.817","933299009","Tel.","","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990119885","Jove Teatre Regina","#","C","Sèneca","22","22","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.396876","2.156175","429460.115","4583159.124","429552.038","4583360.069","934150098","Fax","","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990119885","Jove Teatre Regina","#","C","Sèneca","22","22","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.396876","2.156175","429460.115","4583159.124","429552.038","4583360.069","932181512","Tel.","","","","","","","","Teatres","Teatres","Cultura i lleure",
"75990119885","Jove Teatre Regina","#","C","Sèneca","22","22","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.396876","2.156175","429460.115","4583159.124","429552.038","4583360.069","932181512","Tel.","","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990119885","Jove Teatre Regina","#","C","Sèneca","22","22","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.396876","2.156175","429460.115","4583159.124","429552.038","4583360.069","934150098","Fax","","","","","","","","Teatres","Cinemes, teatres, auditoris","Cultura i lleure",
"75990131879","Cinemes Verdi","#","C","Verdi","32","32","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.404194","2.157239","429556.903","4583970.661","429648.827","4584171.613","932387800","Administració","","","","","","","","Cinemes circuit comercial","Cinemes","Cultura i lleure",
"75990131879","Cinemes Verdi","#","C","Verdi","32","32","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.404194","2.157239","429556.903","4583970.661","429648.827","4584171.613","932387808","Fax","","","","","","","","Cinemes","Cinemes, teatres, auditoris","Cultura i lleure",
